service_id,date,exception_type
000038,20210423,1
000038,20210426,1
000038,20210427,1
000038,20210428,1
000038,20210429,1
000038,20210430,1
000038,20210503,1
000038,20210504,1
000038,20210505,1
000038,20210506,1
000038,20210507,1
000038,20210512,1
000038,20210514,1
000038,20210517,1
000038,20210518,1
000038,20210519,1
000038,20210520,1
000038,20210521,1
000038,20210525,1
000038,20210526,1
000038,20210527,1
000038,20210528,1
000039,20210318,1
000039,20210412,1
000039,20210413,1
000039,20210414,1
000039,20210415,1
000039,20210510,1
000039,20210511,1
000040,20210405,1
000040,20210425,1
000040,20210502,1
000040,20210509,1
000040,20210524,1
000041,20210320,1
000041,20210424,1
000041,20210501,1
000041,20210508,1
000041,20210513,1
000042,20210405,1
000042,20210419,1
000042,20210420,1
000042,20210421,1
000042,20210422,1
000042,20210423,1
000042,20210425,1
000042,20210426,1
000042,20210427,1
000042,20210428,1
000042,20210429,1
000042,20210430,1
000042,20210502,1
000042,20210503,1
000042,20210504,1
000042,20210505,1
000042,20210506,1
000042,20210507,1
000042,20210509,1
000042,20210510,1
000042,20210511,1
000042,20210512,1
000042,20210514,1
000042,20210517,1
000042,20210518,1
000042,20210519,1
000042,20210520,1
000042,20210521,1
000042,20210524,1
000042,20210525,1
000042,20210526,1
000042,20210527,1
000042,20210528,1
000043,20210321,1
000043,20210328,1
000043,20210418,1
000043,20210425,1
000043,20210502,1
000043,20210509,1
000043,20210516,1
000043,20210524,1
000044,20210417,1
000045,20210320,1
000045,20210410,1
000045,20210424,1
000045,20210501,1
000045,20210508,1
000046,20210321,1
000046,20210328,1
000046,20210405,1
000046,20210425,1
000046,20210502,1
000046,20210509,1
000047,20210318,1
000047,20210319,1
000047,20210322,1
000047,20210323,1
000047,20210324,1
000047,20210325,1
000047,20210326,1
000047,20210329,1
000047,20210330,1
000047,20210331,1
000047,20210401,1
000047,20210402,1
000047,20210406,1
000047,20210407,1
000047,20210408,1
000047,20210409,1
000047,20210412,1
000047,20210413,1
000047,20210414,1
000047,20210415,1
000048,20210320,1
000048,20210410,1
000048,20210424,1
000048,20210501,1
000048,20210508,1
000048,20210513,1
000049,20210321,1
000049,20210328,1
000049,20210405,1
000049,20210425,1
000049,20210502,1
000049,20210509,1
000049,20210524,1
000050,20210318,1
000050,20210319,1
000050,20210321,1
000050,20210322,1
000050,20210323,1
000050,20210324,1
000050,20210325,1
000050,20210326,1
000050,20210328,1
000050,20210329,1
000050,20210330,1
000050,20210331,1
000050,20210401,1
000050,20210402,1
000050,20210405,1
000050,20210406,1
000050,20210407,1
000050,20210408,1
000050,20210409,1
000050,20210412,1
000050,20210413,1
000050,20210414,1
000050,20210415,1
000050,20210416,1
000050,20210419,1
000050,20210420,1
000050,20210421,1
000050,20210422,1
000050,20210423,1
000050,20210425,1
000050,20210426,1
000050,20210427,1
000050,20210428,1
000050,20210429,1
000050,20210430,1
000050,20210502,1
000050,20210503,1
000050,20210504,1
000050,20210505,1
000050,20210506,1
000050,20210507,1
000050,20210509,1
000050,20210510,1
000050,20210511,1
000050,20210512,1
000050,20210517,1
000050,20210518,1
000050,20210519,1
000050,20210520,1
000050,20210521,1
000050,20210524,1
000050,20210525,1
000050,20210526,1
000050,20210527,1
000050,20210528,1
000051,20210419,1
000051,20210420,1
000051,20210421,1
000051,20210422,1
000051,20210426,1
000051,20210427,1
000051,20210428,1
000051,20210429,1
000051,20210503,1
000051,20210504,1
000051,20210505,1
000051,20210506,1
000051,20210510,1
000051,20210511,1
000051,20210512,1
000051,20210517,1
000051,20210518,1
000051,20210519,1
000051,20210520,1
000051,20210525,1
000051,20210526,1
000051,20210527,1
000052,20210405,1
000052,20210416,1
000052,20210423,1
000052,20210430,1
000052,20210507,1
000052,20210514,1
000052,20210521,1
000052,20210524,1
000052,20210528,1
000053,20210524,1
000054,20210318,1
000054,20210319,1
000054,20210322,1
000054,20210323,1
000054,20210324,1
000054,20210325,1
000054,20210326,1
000054,20210330,1
000054,20210331,1
000054,20210401,1
000054,20210402,1
000054,20210406,1
000054,20210407,1
000054,20210408,1
000054,20210409,1
000054,20210412,1
000054,20210413,1
000054,20210414,1
000054,20210415,1
000054,20210416,1
000054,20210419,1
000054,20210420,1
000054,20210421,1
000054,20210422,1
000054,20210423,1
000054,20210426,1
000054,20210427,1
000054,20210428,1
000054,20210429,1
000054,20210430,1
000054,20210503,1
000054,20210504,1
000054,20210505,1
000054,20210506,1
000054,20210507,1
000054,20210510,1
000054,20210511,1
000054,20210512,1
000054,20210517,1
000054,20210518,1
000054,20210519,1
000054,20210520,1
000054,20210521,1
000054,20210525,1
000054,20210526,1
000054,20210527,1
000054,20210528,1
000054,20210531,1
000054,20210601,1
000054,20210602,1
000054,20210603,1
000054,20210604,1
000054,20210607,1
000054,20210608,1
000054,20210609,1
000054,20210610,1
000054,20210611,1
000054,20210614,1
000054,20210615,1
000054,20210616,1
000054,20210617,1
000055,20210329,1
000056,20210320,1
000056,20210327,1
000056,20210403,1
000056,20210410,1
000056,20210417,1
000056,20210424,1
000056,20210501,1
000056,20210508,1
000056,20210513,1
000056,20210522,1
000056,20210529,1
000056,20210605,1
000056,20210612,1
000057,20210318,1
000057,20210319,1
000057,20210322,1
000057,20210323,1
000057,20210324,1
000057,20210325,1
000057,20210326,1
000057,20210329,1
000057,20210330,1
000057,20210331,1
000057,20210401,1
000057,20210402,1
000057,20210406,1
000057,20210407,1
000057,20210408,1
000057,20210409,1
000057,20210412,1
000057,20210413,1
000057,20210414,1
000057,20210415,1
000057,20210416,1
000057,20210419,1
000057,20210420,1
000057,20210421,1
000057,20210422,1
000057,20210423,1
000057,20210426,1
000057,20210427,1
000057,20210428,1
000057,20210429,1
000057,20210430,1
000057,20210503,1
000057,20210504,1
000057,20210505,1
000057,20210506,1
000057,20210507,1
000057,20210510,1
000057,20210511,1
000057,20210512,1
000057,20210517,1
000057,20210518,1
000057,20210519,1
000057,20210520,1
000057,20210521,1
000057,20210525,1
000057,20210526,1
000057,20210527,1
000057,20210528,1
000057,20210531,1
000057,20210601,1
000057,20210602,1
000057,20210603,1
000057,20210604,1
000057,20210607,1
000057,20210608,1
000057,20210609,1
000057,20210610,1
000057,20210611,1
000057,20210614,1
000057,20210615,1
000057,20210616,1
000057,20210617,1
000058,20210328,1
000058,20210418,1
000058,20210425,1
000059,20210502,1
000060,20210411,1
000060,20210509,1
000060,20210530,1
000060,20210606,1
000060,20210613,1
000061,20210321,1
000062,20210330,1
000062,20210331,1
000062,20210401,1
000062,20210402,1
000062,20210406,1
000062,20210407,1
000062,20210408,1
000062,20210409,1
000062,20210413,1
000062,20210414,1
000062,20210415,1
000062,20210416,1
000062,20210420,1
000062,20210421,1
000062,20210422,1
000062,20210423,1
000063,20210318,1
000063,20210319,1
000063,20210322,1
000063,20210323,1
000063,20210324,1
000063,20210325,1
000063,20210326,1
000063,20210329,1
000063,20210412,1
000063,20210419,1
000063,20210426,1
000063,20210427,1
000063,20210428,1
000063,20210429,1
000063,20210430,1
000063,20210503,1
000063,20210504,1
000063,20210505,1
000063,20210506,1
000063,20210507,1
000063,20210510,1
000063,20210511,1
000063,20210512,1
000063,20210517,1
000063,20210518,1
000063,20210519,1
000063,20210520,1
000063,20210521,1
000063,20210525,1
000063,20210526,1
000063,20210527,1
000063,20210528,1
000063,20210531,1
000063,20210601,1
000063,20210602,1
000063,20210603,1
000063,20210604,1
000063,20210607,1
000063,20210608,1
000063,20210609,1
000063,20210610,1
000063,20210611,1
000063,20210614,1
000063,20210615,1
000063,20210616,1
000063,20210617,1
000064,20210318,1
000064,20210319,1
000064,20210322,1
000064,20210323,1
000064,20210324,1
000064,20210325,1
000064,20210326,1
000064,20210329,1
000064,20210330,1
000064,20210331,1
000064,20210401,1
000064,20210402,1
000064,20210406,1
000064,20210407,1
000064,20210408,1
000064,20210409,1
000064,20210412,1
000064,20210413,1
000064,20210414,1
000064,20210415,1
000064,20210416,1
000064,20210419,1
000064,20210420,1
000064,20210421,1
000064,20210422,1
000064,20210423,1
000064,20210426,1
000064,20210427,1
000064,20210428,1
000064,20210429,1
000064,20210430,1
000064,20210503,1
000064,20210504,1
000064,20210505,1
000064,20210506,1
000064,20210507,1
000064,20210510,1
000064,20210511,1
000064,20210512,1
000064,20210513,1
000064,20210517,1
000064,20210518,1
000064,20210519,1
000064,20210520,1
000064,20210521,1
000064,20210525,1
000064,20210526,1
000064,20210527,1
000064,20210528,1
000064,20210531,1
000064,20210601,1
000064,20210602,1
000064,20210603,1
000064,20210604,1
000064,20210607,1
000064,20210608,1
000064,20210609,1
000064,20210610,1
000064,20210611,1
000064,20210614,1
000064,20210615,1
000064,20210616,1
000064,20210617,1
000065,20210320,1
000065,20210327,1
000065,20210403,1
000065,20210410,1
000065,20210417,1
000065,20210424,1
000065,20210501,1
000065,20210508,1
000065,20210522,1
000065,20210529,1
000065,20210605,1
000065,20210612,1
000066,20210320,1
000067,20210318,1
000067,20210319,1
000067,20210322,1
000067,20210323,1
000067,20210324,1
000067,20210325,1
000067,20210326,1
000067,20210327,1
000067,20210329,1
000067,20210330,1
000067,20210331,1
000067,20210401,1
000067,20210402,1
000067,20210403,1
000067,20210406,1
000067,20210407,1
000067,20210408,1
000067,20210409,1
000067,20210410,1
000067,20210412,1
000067,20210413,1
000067,20210414,1
000067,20210415,1
000067,20210416,1
000067,20210417,1
000067,20210419,1
000067,20210420,1
000067,20210421,1
000067,20210422,1
000067,20210423,1
000067,20210424,1
000067,20210426,1
000067,20210427,1
000067,20210428,1
000067,20210429,1
000067,20210430,1
000067,20210501,1
000067,20210503,1
000067,20210504,1
000067,20210505,1
000067,20210506,1
000067,20210507,1
000067,20210508,1
000067,20210510,1
000067,20210511,1
000067,20210512,1
000067,20210513,1
000067,20210517,1
000067,20210518,1
000067,20210519,1
000067,20210520,1
000067,20210521,1
000067,20210522,1
000067,20210525,1
000067,20210526,1
000067,20210527,1
000067,20210528,1
000067,20210529,1
000067,20210531,1
000067,20210601,1
000067,20210602,1
000067,20210603,1
000067,20210604,1
000067,20210605,1
000067,20210607,1
000067,20210608,1
000067,20210609,1
000067,20210610,1
000067,20210611,1
000067,20210612,1
000067,20210614,1
000067,20210615,1
000067,20210616,1
000067,20210617,1
000068,20210529,1
000068,20210530,1
000068,20210605,1
000068,20210606,1
000068,20210612,1
000068,20210613,1
000069,20210327,1
000069,20210403,1
000069,20210410,1
000069,20210411,1
000069,20210417,1
000069,20210424,1
000069,20210501,1
000069,20210508,1
000069,20210509,1
000069,20210513,1
000069,20210522,1
000070,20210320,1
000070,20210321,1
000071,20210320,1
000071,20210321,1
000071,20210327,1
000071,20210328,1
000071,20210410,1
000071,20210411,1
000071,20210417,1
000071,20210418,1
000071,20210424,1
000071,20210425,1
000071,20210501,1
000071,20210502,1
000071,20210508,1
000071,20210509,1
000071,20210513,1
000071,20210529,1
000071,20210530,1
000071,20210605,1
000071,20210606,1
000071,20210612,1
000071,20210613,1
000072,20210318,1
000072,20210319,1
000072,20210320,1
000072,20210322,1
000072,20210323,1
000072,20210324,1
000072,20210325,1
000072,20210326,1
000072,20210327,1
000072,20210329,1
000072,20210330,1
000072,20210331,1
000072,20210401,1
000072,20210402,1
000072,20210403,1
000072,20210406,1
000072,20210407,1
000072,20210408,1
000072,20210409,1
000072,20210410,1
000072,20210412,1
000072,20210413,1
000072,20210414,1
000072,20210415,1
000072,20210416,1
000072,20210417,1
000072,20210419,1
000072,20210420,1
000072,20210421,1
000072,20210422,1
000072,20210423,1
000072,20210424,1
000072,20210426,1
000072,20210427,1
000072,20210428,1
000072,20210429,1
000072,20210430,1
000072,20210501,1
000072,20210503,1
000072,20210504,1
000072,20210505,1
000072,20210506,1
000072,20210507,1
000072,20210508,1
000072,20210510,1
000072,20210511,1
000072,20210512,1
000072,20210513,1
000072,20210517,1
000072,20210518,1
000072,20210519,1
000072,20210520,1
000072,20210521,1
000072,20210522,1
000072,20210525,1
000072,20210526,1
000072,20210527,1
000072,20210528,1
000072,20210529,1
000072,20210531,1
000072,20210601,1
000072,20210602,1
000072,20210603,1
000072,20210604,1
000072,20210605,1
000072,20210607,1
000072,20210608,1
000072,20210609,1
000072,20210610,1
000072,20210611,1
000072,20210612,1
000072,20210614,1
000072,20210615,1
000072,20210616,1
000072,20210617,1
000073,20210327,1
000073,20210410,1
000073,20210417,1
000073,20210424,1
000073,20210501,1
000073,20210508,1
000073,20210529,1
000073,20210605,1
000073,20210612,1
000074,20210318,1
000074,20210407,1
000074,20210408,1
000074,20210413,1
000074,20210414,1
000074,20210415,1
000074,20210421,1
000074,20210422,1
000074,20210526,1
000074,20210527,1
000074,20210601,1
000074,20210602,1
000074,20210603,1
000075,20210323,1
000075,20210324,1
000075,20210325,1
000075,20210330,1
000075,20210401,1
000075,20210420,1
000075,20210427,1
000075,20210428,1
000075,20210429,1
000075,20210511,1
000075,20210519,1
000075,20210520,1
000075,20210608,1
000075,20210609,1
000075,20210610,1
000075,20210615,1
000075,20210616,1
000075,20210617,1
000076,20210504,1
000076,20210505,1
000076,20210506,1
000077,20210503,1
000078,20210322,1
000078,20210329,1
000078,20210406,1
000078,20210412,1
000078,20210419,1
000078,20210426,1
000078,20210510,1
000078,20210517,1
000078,20210525,1
000078,20210531,1
000078,20210607,1
000078,20210614,1
000079,20210318,1
000079,20210323,1
000079,20210324,1
000079,20210325,1
000079,20210330,1
000079,20210401,1
000079,20210406,1
000079,20210407,1
000079,20210408,1
000079,20210413,1
000079,20210414,1
000079,20210415,1
000079,20210420,1
000079,20210421,1
000079,20210422,1
000079,20210427,1
000079,20210428,1
000079,20210429,1
000079,20210504,1
000079,20210505,1
000079,20210506,1
000079,20210511,1
000079,20210512,1
000079,20210519,1
000079,20210520,1
000079,20210525,1
000079,20210526,1
000079,20210527,1
000079,20210601,1
000079,20210602,1
000079,20210603,1
000079,20210608,1
000079,20210609,1
000079,20210610,1
000079,20210615,1
000079,20210616,1
000079,20210617,1
000080,20210322,1
000080,20210329,1
000080,20210412,1
000080,20210419,1
000080,20210426,1
000080,20210503,1
000080,20210510,1
000080,20210517,1
000080,20210531,1
000080,20210607,1
000080,20210614,1
000081,20210319,1
000081,20210326,1
000081,20210402,1
000081,20210409,1
000081,20210416,1
000081,20210423,1
000081,20210430,1
000081,20210507,1
000081,20210521,1
000081,20210528,1
000081,20210604,1
000081,20210611,1
000082,20210320,1
000082,20210321,1
000082,20210327,1
000082,20210410,1
000082,20210411,1
000082,20210417,1
000082,20210424,1
000082,20210501,1
000082,20210502,1
000082,20210508,1
000082,20210509,1
000082,20210529,1
000082,20210530,1
000082,20210605,1
000082,20210606,1
000082,20210612,1
000082,20210613,1
000083,20210320,1
000083,20210321,1
000083,20210327,1
000083,20210328,1
000083,20210410,1
000083,20210411,1
000083,20210417,1
000083,20210418,1
000083,20210424,1
000083,20210425,1
000083,20210501,1
000083,20210502,1
000083,20210508,1
000083,20210509,1
000083,20210516,1
000083,20210529,1
000083,20210530,1
000083,20210605,1
000083,20210606,1
000083,20210612,1
000083,20210613,1
000084,20210321,1
000084,20210328,1
000084,20210411,1
000084,20210418,1
000084,20210425,1
000084,20210509,1
000084,20210530,1
000084,20210606,1
000084,20210613,1
000085,20210319,1
000085,20210320,1
000085,20210322,1
000086,20210318,1
000086,20210323,1
000086,20210324,1
000086,20210325,1
000086,20210326,1
000086,20210327,1
000086,20210329,1
000086,20210330,1
000086,20210331,1
000086,20210401,1
000086,20210402,1
000086,20210406,1
000086,20210407,1
000086,20210408,1
000086,20210409,1
000086,20210410,1
000086,20210412,1
000086,20210413,1
000086,20210414,1
000086,20210415,1
000086,20210416,1
000086,20210417,1
000086,20210419,1
000086,20210420,1
000086,20210421,1
000086,20210422,1
000086,20210423,1
000086,20210424,1
000086,20210426,1
000086,20210427,1
000086,20210428,1
000086,20210429,1
000086,20210430,1
000086,20210501,1
000086,20210503,1
000086,20210504,1
000086,20210505,1
000086,20210506,1
000086,20210507,1
000086,20210508,1
000086,20210510,1
000086,20210511,1
000086,20210512,1
000086,20210513,1
000086,20210517,1
000086,20210518,1
000086,20210519,1
000086,20210520,1
000086,20210521,1
000086,20210525,1
000086,20210526,1
000086,20210527,1
000086,20210528,1
000086,20210529,1
000086,20210531,1
000086,20210601,1
000086,20210602,1
000086,20210603,1
000086,20210604,1
000086,20210605,1
000086,20210607,1
000086,20210608,1
000086,20210609,1
000086,20210610,1
000086,20210611,1
000086,20210612,1
000086,20210614,1
000086,20210615,1
000086,20210616,1
000086,20210617,1
000087,20210320,1
000087,20210321,1
000087,20210327,1
000087,20210410,1
000087,20210411,1
000087,20210417,1
000087,20210424,1
000087,20210501,1
000087,20210508,1
000087,20210509,1
000087,20210513,1
000087,20210529,1
000087,20210530,1
000087,20210605,1
000087,20210606,1
000087,20210612,1
000087,20210613,1
000088,20210318,1
000088,20210320,1
000088,20210321,1
000088,20210322,1
000088,20210323,1
000088,20210324,1
000088,20210325,1
000088,20210327,1
000088,20210328,1
000088,20210329,1
000088,20210330,1
000088,20210331,1
000088,20210401,1
000088,20210406,1
000088,20210407,1
000088,20210408,1
000088,20210410,1
000088,20210411,1
000088,20210412,1
000088,20210413,1
000088,20210414,1
000088,20210415,1
000088,20210417,1
000088,20210418,1
000088,20210419,1
000088,20210420,1
000088,20210421,1
000088,20210422,1
000088,20210424,1
000088,20210425,1
000088,20210426,1
000088,20210427,1
000088,20210428,1
000088,20210429,1
000088,20210501,1
000088,20210502,1
000088,20210503,1
000088,20210504,1
000088,20210505,1
000088,20210506,1
000088,20210508,1
000088,20210509,1
000088,20210510,1
000088,20210511,1
000088,20210512,1
000088,20210516,1
000088,20210517,1
000088,20210518,1
000088,20210519,1
000088,20210520,1
000088,20210525,1
000088,20210526,1
000088,20210527,1
000088,20210529,1
000088,20210530,1
000088,20210531,1
000088,20210601,1
000088,20210602,1
000088,20210603,1
000088,20210605,1
000088,20210606,1
000088,20210607,1
000088,20210608,1
000088,20210609,1
000088,20210610,1
000088,20210612,1
000088,20210613,1
000088,20210614,1
000088,20210615,1
000088,20210616,1
000088,20210617,1
000089,20210318,1
000089,20210319,1
000089,20210320,1
000089,20210322,1
000089,20210323,1
000089,20210324,1
000089,20210325,1
000089,20210326,1
000089,20210327,1
000089,20210329,1
000089,20210330,1
000089,20210331,1
000089,20210401,1
000089,20210402,1
000089,20210406,1
000089,20210407,1
000089,20210408,1
000089,20210409,1
000089,20210410,1
000089,20210412,1
000089,20210413,1
000089,20210414,1
000089,20210415,1
000089,20210416,1
000089,20210417,1
000089,20210419,1
000089,20210420,1
000089,20210421,1
000089,20210422,1
000089,20210423,1
000089,20210424,1
000089,20210426,1
000089,20210427,1
000089,20210428,1
000089,20210429,1
000089,20210430,1
000089,20210501,1
000089,20210503,1
000089,20210504,1
000089,20210505,1
000089,20210506,1
000089,20210507,1
000089,20210508,1
000089,20210510,1
000089,20210511,1
000089,20210512,1
000089,20210517,1
000089,20210518,1
000089,20210519,1
000089,20210520,1
000089,20210521,1
000089,20210525,1
000089,20210526,1
000089,20210527,1
000089,20210528,1
000089,20210529,1
000089,20210531,1
000089,20210601,1
000089,20210602,1
000089,20210603,1
000089,20210604,1
000089,20210605,1
000089,20210607,1
000089,20210608,1
000089,20210609,1
000089,20210610,1
000089,20210611,1
000089,20210612,1
000089,20210614,1
000089,20210615,1
000089,20210616,1
000089,20210617,1
000090,20210319,1
000090,20210326,1
000090,20210402,1
000090,20210409,1
000090,20210416,1
000090,20210423,1
000090,20210507,1
000090,20210512,1
000090,20210521,1
000090,20210528,1
000090,20210604,1
000090,20210611,1
000091,20210318,1
